dataset,colsample_bylevel,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,cv_roc_auc,test_roc_auc,star_test_roc_auc,diff_from_star
heart,0.5,0.944444444,0.059061727,4,13.86238367,1538,5.411008231,13.15873335,0.833333333,0.707555178,0.711473566,0.792250107,0.080776541
heart,1,0.944444444,0.893001618,4,1,1427,0.220754204,0.063620743,0.722222222,0.679841539,0.737403514,0.792250107,0.054846592
heart,0.833333333,0.944444444,0.361135524,5,8.594705915,915,0.449425487,0.044588656,0.666666667,0.656423316,0.666634343,0.792250107,0.125615764
heart,0.888888889,0.777777778,0.146045498,10,9.685738608,686,0.1084327,15.71814406,0.777777778,0.70057725,0.711415383,0.792250107,0.080834723
heart,0.888888889,0.666666667,0.1831402,11,1.269999198,252,4.529925047,0.641256904,0.555555556,0.741437465,0.762189209,0.792250107,0.030060898
heart,0.555555556,0.777777778,0.1831402,11,1.431215959,260,0.053261275,9.222310279,0.722222222,0.713808715,0.758892207,0.792250107,0.033357899
heart,0.666666667,0.888888889,0.008625699,9,1.269999198,500,9.222310279,0.220754204,0.611111111,0.748545557,0.774291145,0.792250107,0.017958962
heart,0.777777778,0.833333333,0.042059381,8,1.81764312,1488,0.1084327,3.174802104,0.555555556,0.679309564,0.74527753,0.792250107,0.046972577
heart,0.722222222,0.5,0.082937207,3,1.612897964,1119,0.765983179,0.053261275,0.611111111,0.686055461,0.745122377,0.792250107,0.04712773
heart,0.5,0.5,0.507123193,7,1.81764312,198,18.77536736,1.862752369,0.5,0.5,0.643497149,0.792250107,0.148752958
heart,0.722222222,0.611111111,0.146045498,6,28.39541726,1080,7.720626645,1.559437401,0.5,0.5,0.5,0.792250107,0.292250107
heart,0.611111111,0.555555556,0.059061727,8,19.84006473,1446,32,1.862752369,0.555555556,0.5,0.5,0.792250107,0.292250107
heart,0.777777778,0.833333333,0.004374292,4,19.84006473,884,32,9.222310279,0.944444444,0.5,0.5,0.792250107,0.292250107
heart,0.777777778,0.833333333,0.092874643,9,19.84006473,1990,2.225062952,1.862752369,1,0.661137521,0.69593887,0.792250107,0.096311237
heart,0.833333333,0.944444444,0.205083839,6,1,1899,0.449425487,0.314980262,0.611111111,0.667198642,0.747139366,0.792250107,0.04511074
heart,0.833333333,0.555555556,0.004374292,9,12.30088027,150,2.225062952,1.305511698,1,0.767255235,0.757379465,0.792250107,0.034870641
heart,1,0.777777778,0.893001618,6,2.931672887,937,0.376244811,18.77536736,0.5,0.624402943,0.706644428,0.792250107,0.085605679
heart,0.888888889,0.722222222,0.507123193,7,2.04837912,1319,0.075995156,7.720626645,0.666666667,0.641912847,0.721345177,0.792250107,0.07090493
heart,0.611111111,0.833333333,0.322494607,6,6.005177529,368,5.411008231,0.765983179,0.5,0.715766836,0.741747799,0.792250107,0.050502308
heart,0.888888889,0.611111111,0.082937207,9,19.84006473,840,2.657843965,1.559437401,0.944444444,0.659145444,0.687424848,0.792250107,0.104825259
heart,0.722222222,0.5,0.00390625,4,32,1241,2.225062952,32,0.722222222,0.5,0.5,0.792250107,0.292250107
heart,0.5,0.833333333,0.006142583,8,28.39541726,346,0.044588656,0.220754204,1,0.5,0.651119041,0.792250107,0.141131066
heart,0.611111111,0.722222222,0.042059381,11,28.39541726,1343,0.063620743,5.411008231,0.666666667,0.5,0.5,0.792250107,0.292250107
heart,0.722222222,1,0.066138432,7,2.04837912,1735,9.222310279,5.411008231,0.722222222,0.751850594,0.759318878,0.792250107,0.032931228
heart,0.833333333,1,0.010816576,8,1.612897964,1223,11.01607561,6.463464576,1,0.742563667,0.767774718,0.792250107,0.024475389
heart,1,0.611111111,0.130418866,3,15.62210808,1448,0.053261275,0.449425487,0.888888889,0.671901528,0.667604049,0.792250107,0.124646057
heart,0.833333333,0.555555556,0.893001618,6,15.62210808,789,13.15873335,9.222310279,0.5,0.5,0.664171289,0.792250107,0.128078818
heart,0.611111111,0.722222222,0.013563924,5,1,1540,32,0.154715786,0.555555556,0.5,0.5,0.792250107,0.292250107
heart,0.611111111,0.555555556,0.1831402,9,6.767489245,189,0.1084327,4.529925047,1,0.703169213,0.741010822,0.792250107,0.051239285
heart,1,1,0.163544495,5,2.601439841,1319,0.184808442,4.529925047,0.888888889,0.6524618,0.741088398,0.792250107,0.051161708
heart,0.666666667,0.944444444,0.037559095,11,1.431215959,1517,18.77536736,0.129523165,0.888888889,0.701544992,0.768123812,0.792250107,0.024126295
heart,0.611111111,0.5,0.1831402,6,7.626570648,1108,26.78938847,7.720626645,0.888888889,0.5,0.5,0.792250107,0.292250107
heart,0.833333333,0.722222222,0.013563924,3,13.86238367,1648,1.559437401,2.225062952,0.611111111,0.658568195,0.680171444,0.792250107,0.112078663
heart,0.944444444,0.5,0.893001618,6,6.005177529,828,1.305511698,0.263691519,0.611111111,0.620056593,0.684302393,0.792250107,0.107947713
heart,0.5,0.666666667,0.013563924,11,8.594705915,175,0.129523165,0.090776429,0.666666667,0.729032258,0.752763663,0.792250107,0.039486444
heart,0.611111111,1,0.712125827,7,1.612897964,1222,0.220754204,2.225062952,0.666666667,0.644957555,0.709243241,0.792250107,0.083006866
heart,0.722222222,0.666666667,0.047098886,11,2.04837912,208,26.78938847,0.314980262,1,0.5,0.5,0.792250107,0.292250107
heart,0.722222222,0.611111111,0.047098886,4,5.328735053,687,0.129523165,0.154715786,1,0.682252405,0.751638804,0.792250107,0.040611303
heart,0.5,0.777777778,0.007702763,10,2.931672887,1516,3.174802104,0.037328213,0.722222222,0.760396152,0.764904387,0.792250107,0.02734572
heart,0.722222222,0.777777778,0.029951571,10,6.005177529,1488,0.03125,1.305511698,0.666666667,0.677113752,0.736045925,0.792250107,0.056204181
heart,0.5,0.833333333,0.059061727,6,1.431215959,1193,6.463464576,0.765983179,0.777777778,0.767741935,0.763314069,0.792250107,0.028936038
heart,0.833333333,1,0.066138432,5,2.04837912,1249,0.044588656,0.263691519,0.555555556,0.651578947,0.719250611,0.792250107,0.072999496
heart,1,0.666666667,0.082937207,10,28.39541726,994,26.78938847,0.03125,0.611111111,0.5,0.5,0.792250107,0.292250107
heart,0.944444444,0.5,0.059061727,10,1,1033,0.075995156,7.720626645,0.722222222,0.713174873,0.76261588,0.792250107,0.029634227
heart,0.777777778,0.722222222,0.012112606,7,1.431215959,1350,0.765983179,0.914969065,0.944444444,0.722410866,0.760754044,0.792250107,0.031496063
heart,0.555555556,0.944444444,0.893001618,3,10.91526962,1689,0.044588656,0.449425487,0.833333333,0.620979061,0.603816764,0.792250107,0.188433342
heart,0.944444444,1,0.130418866,10,1.81764312,1071,1.862752369,3.792310057,0.722222222,0.695959253,0.746596331,0.792250107,0.045653776
heart,0.888888889,1,0.082937207,6,19.84006473,1771,3.792310057,3.792310057,0.722222222,0.5,0.662852488,0.792250107,0.129397618
heart,0.944444444,0.666666667,0.07406306,8,6.767489245,1324,9.222310279,0.914969065,0.611111111,0.755880023,0.768123812,0.792250107,0.024126295
heart,0.777777778,0.555555556,0.006142583,11,1.126942411,109,5.411008231,0.063620743,0.833333333,0.771771364,0.763818316,0.792250107,0.028431791
heart,0.888888889,0.5,0.00390625,4,5.328735053,276,0.184808442,1.092933126,1,0.741833616,0.759551608,0.792250107,0.032698499
heart,0.944444444,0.777777778,0.07406306,3,4.195857021,1733,13.15873335,0.03125,0.722222222,0.737860781,0.768317753,0.792250107,0.023932353
heart,0.833333333,0.777777778,0.082937207,3,1.612897964,1986,0.063620743,22.42722921,0.611111111,0.697770232,0.740545363,0.792250107,0.051704744
heart,0.722222222,0.833333333,0.229656739,7,1.612897964,813,0.154715786,0.765983179,0.5,0.626700623,0.732011947,0.792250107,0.06023816
heart,0.722222222,0.944444444,0.635929515,3,8.594705915,784,0.263691519,0.053261275,0.5,0.633016412,0.645378379,0.792250107,0.146871727
heart,0.5,0.888888889,0.130418866,4,25.1968663,194,0.1084327,26.78938847,1,0.5,0.666265855,0.792250107,0.125984252
heart,1,0.555555556,0.004898415,4,3.723222216,1177,0.063620743,5.411008231,0.944444444,0.732201471,0.761840115,0.792250107,0.030409992
heart,0.5,0.833333333,0.019047088,7,10.91526962,677,0.184808442,26.78938847,0.777777778,0.71696661,0.73395136,0.792250107,0.058298747
heart,0.555555556,0.777777778,1,4,7.626570648,897,0.376244811,3.174802104,0.611111111,0.638460668,0.653388154,0.792250107,0.138861953
heart,0.555555556,0.666666667,0.257173933,3,15.62210808,1458,5.411008231,0.53684001,0.722222222,0.661075269,0.691982468,0.792250107,0.100267639
heart,0.666666667,1,0.023884937,3,25.1968663,1975,1.862752369,0.063620743,0.555555556,0.5,0.5,0.792250107,0.292250107
heart,0.777777778,0.722222222,0.004374292,5,5.328735053,860,1.559437401,0.449425487,0.777777778,0.765285795,0.765175905,0.792250107,0.027074202
heart,0.888888889,0.666666667,0.322494607,6,15.62210808,380,0.044588656,7.720626645,0.611111111,0.625806452,0.662910671,0.792250107,0.129339436
heart,0.555555556,1,0.029951571,7,1.612897964,1589,3.792310057,1.305511698,0.722222222,0.751386531,0.761878903,0.792250107,0.030371204
heart,0.777777778,0.5,0.006142583,11,3.723222216,445,11.01607561,0.314980262,1,0.748873797,0.763954075,0.792250107,0.028296032
heart,0.944444444,1,0.712125827,11,12.30088027,338,5.411008231,0.53684001,1,0.752733447,0.770994143,0.792250107,0.021255964
heart,0.666666667,0.5,0.008625699,3,1.269999198,1376,0.376244811,1.305511698,1,0.734714205,0.771537179,0.792250107,0.020712928
heart,0.833333333,0.888888889,0.004374292,10,8.594705915,1130,0.044588656,1.559437401,0.555555556,0.709269949,0.729296769,0.792250107,0.062953338
heart,1,0.777777778,0.1831402,5,5.328735053,1315,2.225062952,18.77536736,1,0.742207131,0.767813506,0.792250107,0.024436601
heart,0.833333333,0.944444444,0.023884937,9,12.30088027,1597,2.225062952,0.53684001,0.666666667,0.677441992,0.700108607,0.792250107,0.0921415
heart,0.944444444,0.666666667,0.010816576,5,2.601439841,208,0.641256904,15.71814406,0.777777778,0.767198642,0.765563787,0.792250107,0.026686319
heart,0.555555556,0.888888889,0.322494607,3,3.723222216,694,18.77536736,0.075995156,0.666666667,0.684980192,0.788642799,0.792250107,0.003607308
heart,1,0.555555556,0.567886086,8,1.612897964,1500,9.222310279,1.305511698,0.722222222,0.768398415,0.761258291,0.792250107,0.030991816
heart,0.777777778,0.777777778,0.797451889,6,32,942,5.411008231,6.463464576,0.888888889,0.5,0.5,0.792250107,0.292250107
diabetes,0.833333333,0.666666667,0.092874643,10,28.39541726,1144,26.78938847,0.765983179,0.833333333,0.5,0.5,0.820537313,0.320537313
diabetes,0.888888889,0.722222222,0.205083839,10,15.62210808,230,1.305511698,0.037328213,0.888888889,0.5,0.5,0.820537313,0.320537313
diabetes,0.777777778,0.555555556,0.037559095,3,3.723222216,1437,1.305511698,2.225062952,0.5,0.783625731,0.804656716,0.820537313,0.015880597
diabetes,1,0.611111111,0.507123193,9,9.685738608,931,0.044588656,18.77536736,0.611111111,0.649415205,0.799223881,0.820537313,0.021313433
diabetes,0.833333333,0.722222222,0.00965922,9,7.626570648,487,2.225062952,0.314980262,0.555555556,0.830438596,0.795820896,0.820537313,0.024716418
diabetes,1,0.944444444,0.066138432,7,1.126942411,1463,3.792310057,0.090776429,0.888888889,0.805321637,0.778029851,0.820537313,0.042507463
diabetes,0.611111111,0.5,0.205083839,4,2.308405305,1511,0.037328213,0.075995156,0.777777778,0.708479532,0.770029851,0.820537313,0.050507463
diabetes,1,0.666666667,0.092874643,4,19.84006473,1679,11.01607561,0.154715786,0.666666667,0.5,0.5,0.820537313,0.320537313
diabetes,0.888888889,0.833333333,0.322494607,7,6.005177529,1872,0.641256904,1.862752369,1,0.777309942,0.804776119,0.820537313,0.015761194
diabetes,0.944444444,0.944444444,0.092874643,3,17.60521614,1962,0.129523165,1.862752369,0.5,0.5,0.5,0.820537313,0.320537313
diabetes,0.888888889,0.888888889,0.012112606,5,6.767489245,491,13.15873335,13.15873335,0.5,0.514444444,0.740895522,0.820537313,0.079641791
diabetes,0.722222222,1,0.287988205,11,25.1968663,234,0.129523165,0.1084327,0.555555556,0.5,0.5,0.820537313,0.320537313
diabetes,0.5,0.833333333,0.047098886,10,1.612897964,198,32,1.305511698,0.611111111,0.5,0.5,0.820537313,0.320537313
diabetes,0.5,0.611111111,0.229656739,5,1,1128,2.657843965,0.314980262,0.833333333,0.778830409,0.770507463,0.820537313,0.050029851
diabetes,0.944444444,1,0.404406349,5,2.04837912,1364,7.720626645,0.053261275,0.722222222,0.822251462,0.772298507,0.820537313,0.048238806
diabetes,0.833333333,0.833333333,0.567886086,6,4.195857021,1283,0.090776429,1.305511698,0.555555556,0.74128655,0.755402985,0.820537313,0.065134328
diabetes,1,0.944444444,0.00687858,6,32,1454,3.792310057,2.225062952,0.833333333,0.5,0.5,0.820537313,0.320537313
diabetes,0.5,0.5,0.07406306,11,9.685738608,1072,0.044588656,26.78938847,0.777777778,0.815380117,0.799283582,0.820537313,0.021253731
diabetes,0.888888889,0.944444444,0.229656739,3,8.594705915,1357,1.862752369,0.376244811,0.777777778,0.81119883,0.809731343,0.820537313,0.01080597
diabetes,0.888888889,0.944444444,0.893001618,3,19.84006473,663,0.220754204,26.78938847,0.555555556,0.5,0.5,0.820537313,0.320537313
diabetes,0.611111111,0.5,0.229656739,3,15.62210808,1204,0.037328213,0.037328213,0.777777778,0.5,0.5,0.820537313,0.320537313
diabetes,0.833333333,0.722222222,0.130418866,3,1,1526,0.037328213,2.657843965,0.777777778,0.736315789,0.752597015,0.820537313,0.067940299
diabetes,0.833333333,0.666666667,0.012112606,10,22.35861039,500,22.42722921,1.862752369,0.722222222,0.5,0.5,0.820537313,0.320537313
diabetes,0.666666667,0.555555556,0.00687858,8,3.303826512,1634,0.449425487,9.222310279,0.944444444,0.806666667,0.781014925,0.820537313,0.039522388
diabetes,0.777777778,0.611111111,0.033540333,6,8.594705915,1469,0.044588656,0.765983179,0.666666667,0.820526316,0.791880597,0.820537313,0.028656716
diabetes,0.833333333,0.666666667,0.361135524,3,2.308405305,1763,26.78938847,0.641256904,0.888888889,0.5,0.5,0.820537313,0.320537313
diabetes,0.5,0.944444444,0.059061727,4,13.86238367,1538,5.411008231,13.15873335,0.833333333,0.5,0.794746269,0.820537313,0.025791045
diabetes,1,0.944444444,0.893001618,4,1,1427,0.220754204,0.063620743,0.722222222,0.711578947,0.737791045,0.820537313,0.082746269
diabetes,0.833333333,0.944444444,0.361135524,5,8.594705915,915,0.449425487,0.044588656,0.666666667,0.815964912,0.803343284,0.820537313,0.01719403
diabetes,0.888888889,0.777777778,0.146045498,10,9.685738608,686,0.1084327,15.71814406,0.777777778,0.814619883,0.800656716,0.820537313,0.019880597
diabetes,0.888888889,0.666666667,0.1831402,11,1.269999198,252,4.529925047,0.641256904,0.555555556,0.815906433,0.785671642,0.820537313,0.034865672
diabetes,0.555555556,0.777777778,0.1831402,11,1.431215959,260,0.053261275,9.222310279,0.722222222,0.755497076,0.771701493,0.820537313,0.048835821
diabetes,0.666666667,0.888888889,0.008625699,9,1.269999198,500,9.222310279,0.220754204,0.611111111,0.812222222,0.796,0.820537313,0.024537313
diabetes,0.777777778,0.833333333,0.042059381,8,1.81764312,1488,0.1084327,3.174802104,0.555555556,0.738596491,0.773970149,0.820537313,0.046567164
diabetes,0.722222222,0.5,0.082937207,3,1.612897964,1119,0.765983179,0.053261275,0.611111111,0.734561404,0.762029851,0.820537313,0.058507463
diabetes,0.5,0.5,0.507123193,7,1.81764312,198,18.77536736,1.862752369,0.5,0.5,0.5,0.820537313,0.320537313
diabetes,0.722222222,0.611111111,0.146045498,6,28.39541726,1080,7.720626645,1.559437401,0.5,0.5,0.5,0.820537313,0.320537313
diabetes,0.611111111,0.555555556,0.059061727,8,19.84006473,1446,32,1.862752369,0.555555556,0.5,0.5,0.820537313,0.320537313
diabetes,0.777777778,0.833333333,0.004374292,4,19.84006473,884,32,9.222310279,0.944444444,0.5,0.5,0.820537313,0.320537313
diabetes,0.777777778,0.833333333,0.092874643,9,19.84006473,1990,2.225062952,1.862752369,1,0.5,0.5,0.820537313,0.320537313
diabetes,0.833333333,0.944444444,0.205083839,6,1,1899,0.449425487,0.314980262,0.611111111,0.743040936,0.725014925,0.820537313,0.095522388
diabetes,0.833333333,0.555555556,0.004374292,9,12.30088027,150,2.225062952,1.305511698,1,0.825438596,0.798865672,0.820537313,0.021671642
diabetes,1,0.777777778,0.893001618,6,2.931672887,937,0.376244811,18.77536736,0.5,0.760116959,0.743402985,0.820537313,0.077134328
diabetes,0.888888889,0.722222222,0.507123193,7,2.04837912,1319,0.075995156,7.720626645,0.666666667,0.740116959,0.732895522,0.820537313,0.087641791
diabetes,0.611111111,0.833333333,0.322494607,6,6.005177529,368,5.411008231,0.765983179,0.5,0.82494152,0.799522388,0.820537313,0.021014925
diabetes,0.888888889,0.611111111,0.082937207,9,19.84006473,840,2.657843965,1.559437401,0.944444444,0.5,0.5,0.820537313,0.320537313
diabetes,0.722222222,0.5,0.00390625,4,32,1241,2.225062952,32,0.722222222,0.5,0.5,0.820537313,0.320537313
diabetes,0.5,0.833333333,0.006142583,8,28.39541726,346,0.044588656,0.220754204,1,0.5,0.5,0.820537313,0.320537313
diabetes,0.611111111,0.722222222,0.042059381,11,28.39541726,1343,0.063620743,5.411008231,0.666666667,0.5,0.5,0.820537313,0.320537313
diabetes,0.722222222,1,0.066138432,7,2.04837912,1735,9.222310279,5.411008231,0.722222222,0.806725146,0.799164179,0.820537313,0.021373134
diabetes,0.833333333,1,0.010816576,8,1.612897964,1223,11.01607561,6.463464576,1,0.795263158,0.783283582,0.820537313,0.037253731
diabetes,1,0.611111111,0.130418866,3,15.62210808,1448,0.053261275,0.449425487,0.888888889,0.5,0.5,0.820537313,0.320537313
diabetes,0.833333333,0.555555556,0.893001618,6,15.62210808,789,13.15873335,9.222310279,0.5,0.5,0.5,0.820537313,0.320537313
diabetes,0.611111111,0.722222222,0.013563924,5,1,1540,32,0.154715786,0.555555556,0.5,0.5,0.820537313,0.320537313
diabetes,0.611111111,0.555555556,0.1831402,9,6.767489245,189,0.1084327,4.529925047,1,0.760292398,0.797134328,0.820537313,0.023402985
diabetes,1,1,0.163544495,5,2.601439841,1319,0.184808442,4.529925047,0.888888889,0.729707602,0.758567164,0.820537313,0.061970149
diabetes,0.666666667,0.944444444,0.037559095,11,1.431215959,1517,18.77536736,0.129523165,0.888888889,0.5,0.5,0.820537313,0.320537313
diabetes,0.611111111,0.5,0.1831402,6,7.626570648,1108,26.78938847,7.720626645,0.888888889,0.5,0.5,0.820537313,0.320537313
diabetes,0.833333333,0.722222222,0.013563924,3,13.86238367,1648,1.559437401,2.225062952,0.611111111,0.5,0.5,0.820537313,0.320537313
diabetes,0.944444444,0.5,0.893001618,6,6.005177529,828,1.305511698,0.263691519,0.611111111,0.800526316,0.797731343,0.820537313,0.02280597
diabetes,0.5,0.666666667,0.013563924,11,8.594705915,175,0.129523165,0.090776429,0.666666667,0.826988304,0.804955224,0.820537313,0.01558209
diabetes,0.611111111,1,0.712125827,7,1.612897964,1222,0.220754204,2.225062952,0.666666667,0.73128655,0.73480597,0.820537313,0.085731343
diabetes,0.722222222,0.666666667,0.047098886,11,2.04837912,208,26.78938847,0.314980262,1,0.5,0.5,0.820537313,0.320537313
diabetes,0.722222222,0.611111111,0.047098886,4,5.328735053,687,0.129523165,0.154715786,1,0.763450292,0.78758209,0.820537313,0.032955224
diabetes,0.5,0.777777778,0.007702763,10,2.931672887,1516,3.174802104,0.037328213,0.722222222,0.811812865,0.797014925,0.820537313,0.023522388
diabetes,0.722222222,0.777777778,0.029951571,10,6.005177529,1488,0.03125,1.305511698,0.666666667,0.792105263,0.798925373,0.820537313,0.02161194
diabetes,0.5,0.833333333,0.059061727,6,1.431215959,1193,6.463464576,0.765983179,0.777777778,0.819181287,0.800238806,0.820537313,0.020298507
diabetes,0.833333333,1,0.066138432,5,2.04837912,1249,0.044588656,0.263691519,0.555555556,0.735789474,0.76919403,0.820537313,0.051343284
diabetes,1,0.666666667,0.082937207,10,28.39541726,994,26.78938847,0.03125,0.611111111,0.5,0.5,0.820537313,0.320537313
diabetes,0.944444444,0.5,0.059061727,10,1,1033,0.075995156,7.720626645,0.722222222,0.745730994,0.754029851,0.820537313,0.066507463
diabetes,0.777777778,0.722222222,0.012112606,7,1.431215959,1350,0.765983179,0.914969065,0.944444444,0.74497076,0.765373134,0.820537313,0.055164179
diabetes,0.555555556,0.944444444,0.893001618,3,10.91526962,1689,0.044588656,0.449425487,0.833333333,0.740760234,0.742149254,0.820537313,0.07838806
diabetes,0.944444444,1,0.130418866,10,1.81764312,1071,1.862752369,3.792310057,0.722222222,0.770701754,0.768716418,0.820537313,0.051820896
diabetes,0.888888889,1,0.082937207,6,19.84006473,1771,3.792310057,3.792310057,0.722222222,0.5,0.5,0.820537313,0.320537313
diabetes,0.944444444,0.666666667,0.07406306,8,6.767489245,1324,9.222310279,0.914969065,0.611111111,0.804239766,0.796179104,0.820537313,0.024358209
diabetes,0.777777778,0.555555556,0.006142583,11,1.126942411,109,5.411008231,0.063620743,0.833333333,0.817134503,0.795462687,0.820537313,0.025074627
diabetes,0.888888889,0.5,0.00390625,4,5.328735053,276,0.184808442,1.092933126,1,0.817076023,0.784238806,0.820537313,0.036298507
diabetes,0.944444444,0.777777778,0.07406306,3,4.195857021,1733,13.15873335,0.03125,0.722222222,0.767368421,0.782507463,0.820537313,0.038029851
diabetes,0.833333333,0.777777778,0.082937207,3,1.612897964,1986,0.063620743,22.42722921,0.611111111,0.748362573,0.768119403,0.820537313,0.05241791
diabetes,0.722222222,0.833333333,0.229656739,7,1.612897964,813,0.154715786,0.765983179,0.5,0.723625731,0.749014925,0.820537313,0.071522388
diabetes,0.722222222,0.944444444,0.635929515,3,8.594705915,784,0.263691519,0.053261275,0.5,0.686023392,0.803104478,0.820537313,0.017432836
diabetes,0.5,0.888888889,0.130418866,4,25.1968663,194,0.1084327,26.78938847,1,0.5,0.5,0.820537313,0.320537313
diabetes,1,0.555555556,0.004898415,4,3.723222216,1177,0.063620743,5.411008231,0.944444444,0.805614035,0.782208955,0.820537313,0.038328358
diabetes,0.5,0.833333333,0.019047088,7,10.91526962,677,0.184808442,26.78938847,0.777777778,0.815204678,0.797014925,0.820537313,0.023522388
diabetes,0.555555556,0.777777778,1,4,7.626570648,897,0.376244811,3.174802104,0.611111111,0.811081871,0.809671642,0.820537313,0.010865672
diabetes,0.555555556,0.666666667,0.257173933,3,15.62210808,1458,5.411008231,0.53684001,0.722222222,0.5,0.5,0.820537313,0.320537313
diabetes,0.666666667,1,0.023884937,3,25.1968663,1975,1.862752369,0.063620743,0.555555556,0.5,0.5,0.820537313,0.320537313
diabetes,0.777777778,0.722222222,0.004374292,5,5.328735053,860,1.559437401,0.449425487,0.777777778,0.821461988,0.798208955,0.820537313,0.022328358
diabetes,0.888888889,0.666666667,0.322494607,6,15.62210808,380,0.044588656,7.720626645,0.611111111,0.5,0.5,0.820537313,0.320537313
diabetes,0.555555556,1,0.029951571,7,1.612897964,1589,3.792310057,1.305511698,0.722222222,0.811929825,0.786985075,0.820537313,0.033552239
diabetes,0.777777778,0.5,0.006142583,11,3.723222216,445,11.01607561,0.314980262,1,0.794356725,0.760358209,0.820537313,0.060179104
diabetes,0.944444444,1,0.712125827,11,12.30088027,338,5.411008231,0.53684001,1,0.784298246,0.776238806,0.820537313,0.044298507
diabetes,0.666666667,0.5,0.008625699,3,1.269999198,1376,0.376244811,1.305511698,1,0.739766082,0.764537313,0.820537313,0.056
diabetes,0.833333333,0.888888889,0.004374292,10,8.594705915,1130,0.044588656,1.559437401,0.555555556,0.818421053,0.795701493,0.820537313,0.024835821
diabetes,1,0.777777778,0.1831402,5,5.328735053,1315,2.225062952,18.77536736,1,0.806608187,0.789014925,0.820537313,0.031522388
