dataset,ccp_alpha,max_depth,min_samples_leaf,min_samples_split,cv_roc_auc,test_roc_auc
alzheimer,0.006643510803155707,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006975852491545469,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006669144666578463,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006757439359006383,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006664690042985065,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006661273080227967,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006658261507323954,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.00665527866446243,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006652138011289083,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.007058208635289808,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006689544508205829,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006687775279112827,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.026104236131438252,9.0,60.0,2.0,0.7815570524535856,0.7578796128251664
alzheimer,0.0065997462404939235,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.01552210050628173,1.0,60.0,2.0,0.6944329410089488,0.6897761645493043
alzheimer,0.01503191831729999,8.0,1.0,60.0,0.8216047820831697,0.8110480943738657
alzheimer,0.006496871792209382,26.0,1.0,60.0,0.8601759841784874,0.8621445856019359
alzheimer,0.006508593552042097,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006510293063847213,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006471349108377955,27.0,1.0,2.0,0.86279899316661,0.8621445856019359
alzheimer,0.0066503420759453065,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.0066738507253754804,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006687387996539585,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.014037286194444821,21.0,1.0,2.0,0.8341018590532917,0.8110480943738657
alzheimer,0.015301388991343968,11.0,60.0,2.0,0.8216047820831697,0.8110480943738657
alzheimer,0.006812438928939105,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006770341012105169,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006749058694648569,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006734306709725903,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006717289790500656,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.0067168825724596495,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006711715138686756,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.05234900096577852,11.0,60.0,7.0,0.7679582550790568,0.7578796128251664
alzheimer,0.006727357595914714,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006731605682648168,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006727665400381816,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.0067204427876395665,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006729024641985214,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006729614613930044,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006731820369634881,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006738037819072798,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006716983537380205,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006731528078483647,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006725079611836967,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006733113315081133,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.00673369298123379,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.0067353244373693265,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.0067369830584754825,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006735659715457712,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006749439066253965,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006728368781741573,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.0067297113536008415,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006732288137249617,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006739702422081916,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006740380689518538,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006740981264173647,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006736343016065971,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006741091407545245,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006744440840244063,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006757513185282432,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006743414070784114,27.0,1.0,2.0,0.8634129332171699,0.8621445856019359
