dataset,ccp_alpha,max_depth,min_samples_leaf,min_samples_split,cv_roc_auc,test_roc_auc
alzheimer,0.00633858109622643,23.0,1.0,48.0,0.8605945699984833,0.8624092558983667
alzheimer,0.007464703575923719,30.0,1.0,60.0,0.8620152687193489,0.8624092558983667
alzheimer,0.009632288481719119,18.0,1.0,2.0,0.8378861418676374,0.8447292800967938
alzheimer,0.0032124940497866837,22.0,60.0,7.0,0.84373830830679,0.8447292800967938
alzheimer,0.001422950087408069,25.0,23.0,60.0,0.8505864806107488,0.8678690260133092
alzheimer,0.014771823481488373,30.0,1.0,2.0,0.8239723949643561,0.8067831215970962
alzheimer,0.005736834923589799,25.0,1.0,60.0,0.8530663835380959,0.8624092558983667
alzheimer,0.004106217062111411,30.0,22.0,60.0,0.857513018858385,0.8669691470054447
alzheimer,0.0326825266402347,30.0,60.0,60.0,0.7702563324738358,0.7535843920145191
alzheimer,0.013122973850038498,1.0,60.0,60.0,0.6899135446685879,0.6897761645493043
alzheimer,0.007849235008173049,24.0,25.0,34.0,0.847783002174023,0.8624092558983667
alzheimer,0.006446145312150222,24.0,1.0,60.0,0.8605945699984833,0.8624092558983667
alzheimer,0.0013721614628708645,29.0,60.0,29.0,0.8413949137974619,0.8519812462189957
alzheimer,0.006038801961210261,23.0,1.0,60.0,0.8575534657970576,0.8624092558983667
alzheimer,0.007860719576510179,30.0,1.0,20.0,0.8620152687193489,0.8624092558983667
alzheimer,0.005856186838374302,20.0,11.0,24.0,0.8575534657970576,0.8624092558983667
alzheimer,0.011531269527331496,30.0,1.0,60.0,0.8378861418676374,0.8447292800967938
alzheimer,0.05001347405860797,1.0,60.0,2.0,0.6899135446685879,0.6897761645493043
alzheimer,0.015473115050325618,30.0,60.0,2.0,0.819669851863087,0.8067831215970962
alzheimer,0.0313110948888897,30.0,1.0,2.0,0.7702563324738358,0.7535843920145191
alzheimer,0.0075760770170216684,25.0,1.0,17.0,0.8620152687193489,0.8624092558983667
alzheimer,0.0,15.0,60.0,2.0,0.8438267859851356,0.8535238959467634
alzheimer,0.0061256126356659555,30.0,10.0,33.0,0.8605945699984833,0.8624092558983667
alzheimer,0.0060232349989450505,16.0,8.0,60.0,0.8575534657970576,0.8624092558983667
alzheimer,0.005397116033292811,15.0,39.0,2.0,0.8518731988472622,0.8447292800967938
alzheimer,0.04586884424118868,30.0,60.0,60.0,0.7702563324738358,0.7535843920145191
alzheimer,0.005523407573743643,23.0,29.0,2.0,0.8489888265331919,0.8624092558983667
alzheimer,0.0029494978955466947,16.0,35.0,42.0,0.8533697355781383,0.8517241379310345
alzheimer,0.004904798016027484,8.0,60.0,2.0,0.8452879316446736,0.8447292800967938
alzheimer,0.020110704843595645,15.0,1.0,2.0,0.8122301430810456,0.8067831215970962
alzheimer,0.04850772162425112,30.0,60.0,2.0,0.7702563324738358,0.7535843920145191
alzheimer,0.003998127340776726,18.0,16.0,60.0,0.8582537034228221,0.8669691470054447
alzheimer,0.04789390283490294,1.0,1.0,60.0,0.6899135446685879,0.6897761645493043
alzheimer,0.020363778087547708,30.0,60.0,60.0,0.8122301430810456,0.8067831215970962
alzheimer,0.023467305935765913,9.0,60.0,2.0,0.8036806714191819,0.7852238354506957
alzheimer,0.015581376345315376,1.0,1.0,2.0,0.6899135446685879,0.6897761645493043
alzheimer,0.019932774402861005,21.0,38.0,2.0,0.8122301430810456,0.8067831215970962
alzheimer,0.030150700052177477,16.0,60.0,2.0,0.7772865160018201,0.7535843920145191
alzheimer,0.0,10.0,60.0,60.0,0.8438267859851356,0.8535238959467634
alzheimer,0.0036621046351959425,13.0,60.0,32.0,0.84373830830679,0.8447292800967938
alzheimer,0.0,17.0,36.0,60.0,0.856749582890945,0.844751966122202
alzheimer,0.0,30.0,33.0,60.0,0.8542494564942614,0.8474516031457955
alzheimer,0.022429547020172753,30.0,1.0,2.0,0.8036806714191819,0.7852238354506957
alzheimer,0.007657324800784396,30.0,1.0,2.0,0.8620152687193489,0.8624092558983667
alzheimer,0.02407658995022931,17.0,60.0,60.0,0.8036806714191819,0.7852238354506957
alzheimer,0.0,1.0,60.0,2.0,0.6899135446685879,0.6897761645493043
alzheimer,0.006290949401371729,13.0,60.0,2.0,0.8443070933818696,0.8447292800967938
alzheimer,0.0,19.0,60.0,25.0,0.8438267859851356,0.8535238959467634
alzheimer,0.0030164593226870142,12.0,32.0,60.0,0.8546513979473179,0.8509225650332728
alzheimer,0.024719287766191807,18.0,1.0,60.0,0.7973810607209666,0.7852238354506957
alzheimer,0.015698815180866858,20.0,60.0,60.0,0.819669851863087,0.8067831215970962
alzheimer,0.006573394881729745,30.0,1.0,39.0,0.8605945699984833,0.8624092558983667
alzheimer,0.007768300971911598,26.0,1.0,2.0,0.8620152687193489,0.8624092558983667
alzheimer,0.1,1.0,1.0,2.0,0.5,0.5
alzheimer,0.00739701995254628,30.0,20.0,60.0,0.8607437180848373,0.8624092558983667
alzheimer,0.061147167875743993,1.0,1.0,2.0,0.624326305677739,0.6897761645493043
alzheimer,0.005771289169517656,30.0,1.0,60.0,0.8530663835380959,0.8624092558983667
alzheimer,0.008187392122216811,26.0,1.0,42.0,0.8620152687193489,0.8624092558983667
alzheimer,0.00434882343250814,30.0,41.0,2.0,0.8452651802416705,0.8447292800967938
alzheimer,0.008323044656825642,21.0,1.0,60.0,0.8537211183578544,0.8624092558983667
alzheimer,0.0069430854790309,27.0,1.0,21.0,0.8605945699984833,0.8624092558983667
alzheimer,0.007703393752335544,30.0,10.0,45.0,0.8620152687193489,0.8624092558983667
alzheimer,0.005849920469290213,18.0,1.0,43.0,0.8530663835380959,0.8624092558983667
alzheimer,0.0029423560908246747,14.0,52.0,2.0,0.8425552353506244,0.8398669086509378
alzheimer,0.008062221040723936,30.0,1.0,32.0,0.8620152687193489,0.8624092558983667
alzheimer,0.03757739490381515,30.0,1.0,60.0,0.7702563324738358,0.7535843920145191
alzheimer,0.007224459614201125,26.0,1.0,19.0,0.8620152687193489,0.8624092558983667
